terrai_nome;etnia_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;reestudo_ti;faixa_fronteira;NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;Total -educacao infantil;Creche;Pré-Escola;Total - findamental;Anos Iniciais fundamental;Anos Finais -fundamental;Ensino Médio;Educação Profissional;Educação de Jovens e Adultos (EJA);Educação Especial
Iguatemipegua I;Guarani Kaiowá;Iguatemi;MS;41571;Delimitada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5004304.0;Iguatemi;Urbana;69,4;34,8;100;97,2;98,9;95,7;100;--;100;100
Iguatemipegua I;Guarani Kaiowá;Iguatemi;MS;41571;Delimitada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5004304.0;Iguatemi;Rural;100;--;100;96,2;100;94,4;--;--;--;--
Ilha da Cotinga;Guaraní;Paranaguá;PR;1701,202;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4118204.0;Paranaguá;Total;62,5;50,5;71,3;93,2;90,9;95,5;96,6;96,7;94,6;97,6
Ilha da Cotinga;Guaraní;Paranaguá;PR;1701,202;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4118204.0;Paranaguá;Urbana;61,8;50,5;70,5;93,5;91,2;96,1;97,2;96,7;94,6;97,6
Ilha da Cotinga;Guaraní;Paranaguá;PR;1701,202;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4118204.0;Paranaguá;Rural;87,5;--;87,5;89,3;71,4;90,2;77,3;--;--;--
Ilha do Camaleão;Tikúna;Anamã;AM;236,78;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300086.0;Anamã;Total;100;100;100;89,1;85,5;92,1;100;100;100;--
Ilha do Camaleão;Tikúna;Anamã;AM;236,78;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300086.0;Anamã;Urbana;100;100;100;98,1;96,2;100;100;100;100;--
Ilha do Camaleão;Tikúna;Anamã;AM;236,78;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300086.0;Anamã;Rural;100;100;100;83,9;77,8;88,5;100;--;--;--
Ilhas da Tapera/São Félix/Porto;Truká;Orocó;PE;0;Encaminhada RI;Reserva Indígena;;Não;2022;Nordeste;PE;2609808.0;Orocó;Total;45,7;55,6;42,3;73,2;64,6;76,3;94,4;--;88,1;--
Ilhas da Tapera/São Félix/Porto;Truká;Orocó;PE;0;Encaminhada RI;Reserva Indígena;;Não;2022;Nordeste;PE;2609808.0;Orocó;Urbana;55,6;62,5;50;77,8;75;75,8;94,4;--;100;--
Ilhas da Tapera/São Félix/Porto;Truká;Orocó;PE;0;Encaminhada RI;Reserva Indígena;;Não;2022;Nordeste;PE;2609808.0;Orocó;Rural;35,3;0;37,5;70,2;54,2;76,7;94,4;--;86,8;--
Imbiriba;Pataxó;Porto Seguro;BA;408,3384;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2925303.0;Porto Seguro;Total;78,9;78;78,4;83,1;77;88,4;98,1;100;89,7;--
Imbiriba;Pataxó;Porto Seguro;BA;408,3384;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2925303.0;Porto Seguro;Urbana;78,5;73,4;80,6;85,1;77,7;92,6;99,1;100;93;--
Imbiriba;Pataxó;Porto Seguro;BA;408,3384;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2925303.0;Porto Seguro;Rural;79,3;85,9;75;80,3;75,8;83,6;88,2;--;85,9;--
Inhacorá;Kaingang;São Valério do Sul;RS;2843,3796;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4319737.0;São Valério do Sul;Total;61,5;80;55,6;77,4;69,2;86,4;100;--;--;100
Inhacorá;Kaingang;São Valério do Sul;RS;2843,3796;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4319737.0;São Valério do Sul;Urbana;85,7;80;100;100;100;100;100;--;--;--
Inhacorá;Kaingang;São Valério do Sul;RS;2843,3796;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4319737.0;São Valério do Sul;Rural;33,3;--;33,3;66,7;42,9;80;100;--;--;100
Ipixuna;Diahói;Humaitá;AM;215362,1079;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301704.0;Humaitá;Total;93,5;97,9;91,3;90,5;91;90;99,1;100;84,4;--
Ipixuna;Diahói;Humaitá;AM;215362,1079;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301704.0;Humaitá;Urbana;98,2;97,7;97,4;99,1;98,4;100;100;100;100;--
Ipixuna;Diahói;Humaitá;AM;215362,1079;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301704.0;Humaitá;Rural;76,7;100;74,1;77,9;78;80,5;98,4;100;60;--
Ipixuna;Diahói;Humaitá;AM;215362,1079;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4309704.0;Humaitá;Total;64,7;66,7;66,7;82,8;73;92,5;100;--;--;80
Ipixuna;Diahói;Humaitá;AM;215362,1079;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4309704.0;Humaitá;Urbana;64,3;66,7;66,7;83,3;71;93,9;100;--;--;80
Ipixuna;Diahói;Humaitá;AM;215362,1079;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4309704.0;Humaitá;Rural;66,7;--;66,7;80;83,3;85,7;--;--;--;--
Irantxe;Irántxe;Brasnorte;MT;45555,95;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101902.0;Brasnorte;Total;84;81;86,7;73,9;73;74;86,1;--;68;100
Irantxe;Irántxe;Brasnorte;MT;45555,95;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101902.0;Brasnorte;Urbana;89,5;83,3;95;95,1;95;93,2;90,9;--;100;100
Irantxe;Irántxe;Brasnorte;MT;45555,95;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101902.0;Brasnorte;Rural;66,7;66,7;70;56,6;55,1;57,7;78,6;--;27,3;--
Irapuá;Guaraní;Caçapava do Sul;RS;222;Declarada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4302808.0;Caçapava do Sul;Total;55,6;46,2;63,5;89,9;84,6;92,4;94,9;86,7;100;90,9
Irapuá;Guaraní;Caçapava do Sul;RS;222;Declarada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4302808.0;Caçapava do Sul;Urbana;53,5;46,2;62;89,3;85,5;91,3;94,4;90;100;90,9
Irapuá;Guaraní;Caçapava do Sul;RS;222;Declarada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4302808.0;Caçapava do Sul;Rural;69,2;--;69,2;91,6;80,8;94,7;95,7;80;--;--
Itaitinga;Múra;Autazes;AM;135,8842;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
Itaitinga;Múra;Autazes;AM;135,8842;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
Itaitinga;Múra;Autazes;AM;135,8842;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
Itaóca;Guarani Mbya;Mongaguá;SP;533;Declarada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3531100.0;Mongaguá;Total;90,3;87,1;92,3;95,9;99,6;92,7;97,5;100;89,5;76,9
Itaóca;Guarani Mbya;Mongaguá;SP;533;Declarada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3531100.0;Mongaguá;Urbana;90,8;87,1;93,1;97,8;99,6;96,2;97,5;100;94,4;76,9
Itaóca;Guarani Mbya;Mongaguá;SP;533;Declarada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3531100.0;Mongaguá;Rural;50;--;50;0;--;0;--;--;0;--
Jabuti;Makuxí,Wapixana;Bonfim;RR;14210,6996;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400159.0;Bonfim;Total;84,6;66,7;85,7;67,6;69,5;64,6;69;100;61,7;--
Jabuti;Makuxí,Wapixana;Bonfim;RR;14210,6996;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400159.0;Bonfim;Urbana;86,7;66,7;90,9;96,2;96;96,7;88;100;77,8;--
Jabuti;Makuxí,Wapixana;Bonfim;RR;14210,6996;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400159.0;Bonfim;Rural;83,3;--;83,3;59,9;61,3;57;63,6;--;58,8;--
Jabuti;Makuxí,Wapixana;Bonfim;RR;14210,6996;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;MG;3108107.0;Bonfim;Total;95;100;93,8;92,2;92,6;92,9;90,9;--;--;--
Jabuti;Makuxí,Wapixana;Bonfim;RR;14210,6996;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;MG;3108107.0;Bonfim;Urbana;100;100;100;91,3;91,7;91,7;90,9;--;--;--
Jabuti;Makuxí,Wapixana;Bonfim;RR;14210,6996;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;MG;3108107.0;Bonfim;Rural;66,7;--;66,7;100;100;100;--;--;--;--
Jaguapiré;Guarani Kaiowá;Tacuru;MS;2342,0155;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5007950.0;Tacuru;Total;96,8;100;92,9;87,4;82,4;93;88,6;--;--;--
Jaguapiré;Guarani Kaiowá;Tacuru;MS;2342,0155;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5007950.0;Tacuru;Urbana;100;100;100;100;100;100;100;--;--;--
Jaguapiré;Guarani Kaiowá;Tacuru;MS;2342,0155;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5007950.0;Tacuru;Rural;75;--;75;70,2;61,3;83,3;55,6;--;--;--
Jaguari;Guarani Kaiowá;Amambai;MS;404,7055;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Total;86,8;96,6;74,6;86,1;84,3;82,7;92,8;--;92,2;100
Jaguari;Guarani Kaiowá;Amambai;MS;404,7055;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Urbana;94,6;96,5;89,8;95,5;95,8;95,8;94,4;--;100;100
Jaguari;Guarani Kaiowá;Amambai;MS;404,7055;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Rural;43,5;100;40,9;68,5;65,5;59,1;85,2;--;81,5;--
Jaminaua/Envira;Kulina Madijá;Feijó;AC;80618,1798;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200302.0;Feijó;Total;47,1;100;42,5;61;76,3;55,7;77,3;--;44,1;--
Jaminaua/Envira;Kulina Madijá;Feijó;AC;80618,1798;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200302.0;Feijó;Urbana;96,9;100;96,2;95,4;91,8;100;97;--;57,8;--
Jaminaua/Envira;Kulina Madijá;Feijó;AC;80618,1798;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200302.0;Feijó;Rural;18,2;100;16,7;47,5;50;46,9;68,8;--;0;--
Jaminawa do Igarapé Preto;Yaminawa;Cruzeiro do Sul;AC;25651,6167;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200203.0;Cruzeiro do Sul;Total;62,2;85,2;46,5;79,9;90,4;75,2;92,7;100;84,4;--
Jaminawa do Igarapé Preto;Yaminawa;Cruzeiro do Sul;AC;25651,6167;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200203.0;Cruzeiro do Sul;Urbana;87,4;88;85,4;94,8;92,6;96,7;98,9;100;100;--
Jaminawa do Igarapé Preto;Yaminawa;Cruzeiro do Sul;AC;25651,6167;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200203.0;Cruzeiro do Sul;Rural;22,4;68,2;15;64,4;82,9;61,3;82,1;--;50;--
Jaminawa do Igarapé Preto;Yaminawa;Cruzeiro do Sul;AC;25651,6167;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;PR;4106704.0;Cruzeiro do Sul;Total;95,7;92,9;100;96,7;93,3;100;100;--;80;100
Jaminawa do Igarapé Preto;Yaminawa;Cruzeiro do Sul;AC;25651,6167;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;PR;4106704.0;Cruzeiro do Sul;Urbana;95,7;92,9;100;96,7;93,3;100;100;--;80;100
Jaminawa do Igarapé Preto;Yaminawa;Cruzeiro do Sul;AC;25651,6167;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4306205.0;Cruzeiro do Sul;Total;90,8;93,1;89,2;86,8;84,8;86,4;97,1;--;--;--
Jaminawa do Igarapé Preto;Yaminawa;Cruzeiro do Sul;AC;25651,6167;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4306205.0;Cruzeiro do Sul;Urbana;90,4;92;89,3;79,7;81,8;77,1;95;--;--;--
Jaminawa do Igarapé Preto;Yaminawa;Cruzeiro do Sul;AC;25651,6167;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4306205.0;Cruzeiro do Sul;Rural;92,3;100;88,9;97,6;92,3;96,8;100;--;--;--
Japuira;Rikbaktsa;Juara;MT;152509,88;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5105101.0;Juara;Total;97,1;98,1;96,1;93,6;98,4;90,6;92,3;--;94,7;100
Japuira;Rikbaktsa;Juara;MT;152509,88;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5105101.0;Juara;Urbana;98;98,1;97,8;98,7;98,2;98,4;97,8;--;94,7;100
Japuira;Rikbaktsa;Juara;MT;152509,88;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5105101.0;Juara;Rural;83,3;--;83,3;80,9;100;76,7;82;--;--;--
Jaquiri;Kambéba;Uarini;AM;1819,9825;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304260.0;Uarini;Total;15,4;33,3;13;49,1;43,2;52,6;96,7;100;43,3;--
Jaquiri;Kambéba;Uarini;AM;1819,9825;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304260.0;Uarini;Urbana;21,6;33,3;19,4;68;62,7;72,7;100;100;73;--
Jaquiri;Kambéba;Uarini;AM;1819,9825;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304260.0;Uarini;Rural;0;--;0;32,2;9,3;40,4;95,8;--;6,7;--
Jarara;Guarani Kaiowá;Juti;MS;479,0728;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005152.0;Juti;Total;100;100;100;98,4;100;96,8;100;--;--;--
Jarara;Guarani Kaiowá;Juti;MS;479,0728;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005152.0;Juti;Urbana;100;100;100;98,4;100;96,8;100;--;--;--
Jatayvari;Guarani Kaiowá;Ponta Porã;MS;8800;Declarada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006606.0;Ponta Porã;Total;96,2;95,9;96,9;98,2;98,4;97,4;98,6;100;100;97,2
Jatayvari;Guarani Kaiowá;Ponta Porã;MS;8800;Declarada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006606.0;Ponta Porã;Urbana;96,6;95,9;97,7;98;98,5;96,9;98;100;100;97,2
Jatayvari;Guarani Kaiowá;Ponta Porã;MS;8800;Declarada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006606.0;Ponta Porã;Rural;91,7;--;91,7;99;98,1;99,1;100;100;100;--
Jatuarana;Apurinã;Manacapuru;AM;5251,7956;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302504.0;Manacapuru;Total;58,6;52,7;63,6;77,1;75;80,9;99,8;95,5;97,9;88,2
Jatuarana;Apurinã;Manacapuru;AM;5251,7956;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302504.0;Manacapuru;Urbana;63,3;58,9;67,7;87,9;84,9;92,4;99,5;95,5;97,2;--
Jatuarana;Apurinã;Manacapuru;AM;5251,7956;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302504.0;Manacapuru;Rural;45,1;33,3;51,5;66,4;61,9;72,3;100;--;100;88,2
Jauary;Múra;Autazes;AM;24831;Delimitada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
Jauary;Múra;Autazes;AM;24831;Delimitada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
Jauary;Múra;Autazes;AM;24831;Delimitada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
Juma;Juma;Canutama;AM;38351,1496;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300904.0;Canutama;Total;57,1;40;62,5;56,8;64,3;52,1;100;100;58,8;--
Juma;Juma;Canutama;AM;38351,1496;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300904.0;Canutama;Urbana;92,3;100;90,9;96,9;95,8;100;100;100;100;--
Juma;Juma;Canutama;AM;38351,1496;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300904.0;Canutama;Rural;0;0;0;26,2;22,2;30;100;--;17,6;--
Jumina;Karipuna,Galibi do Oiapoque;Oiapoque;AP;41601,2713;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AP;1600501.0;Oiapoque;Total;50;67,5;39,4;68,9;56;83,2;92,2;--;92,2;--
Jumina;Karipuna,Galibi do Oiapoque;Oiapoque;AP;41601,2713;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AP;1600501.0;Oiapoque;Urbana;62,9;69,4;55,9;86,4;77,7;100;100;--;96,7;--
Jumina;Karipuna,Galibi do Oiapoque;Oiapoque;AP;41601,2713;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AP;1600501.0;Oiapoque;Rural;25;50;21,9;54,1;34,5;72,6;86,4;--;85,7;--
Juruna do Km 17;Yudjá;Vitória do Xingu;PA;2292;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1508357.0;Vitória do Xingu;Total;89,9;100;87,7;95,9;96,7;95,3;100;--;100;--
Juruna do Km 17;Yudjá;Vitória do Xingu;PA;2292;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1508357.0;Vitória do Xingu;Urbana;100;100;100;100;100;100;100;--;100;--
Juruna do Km 17;Yudjá;Vitória do Xingu;PA;2292;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1508357.0;Vitória do Xingu;Rural;81,6;--;81,6;93,3;93;93,8;--;--;100;--
Kaingang de Iraí;Kaingang;Iraí;RS;279,7956;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4310504.0;Iraí;Total;72;75;69,2;86,4;82,8;89,6;94,4;--;90;100
Kaingang de Iraí;Kaingang;Iraí;RS;279,7956;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4310504.0;Iraí;Urbana;84,2;80;88,9;95,9;95;97,7;100;--;100;100
Kaingang de Iraí;Kaingang;Iraí;RS;279,7956;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4310504.0;Iraí;Rural;33,3;50;25;70,5;55,6;79,4;77,8;--;71,4;--
Kampa do Igarapé Primavera;Ashaninka;Tarauacá;AC;21987,2303;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200609.0;Tarauacá;Total;32,9;53,8;30,9;68,7;84,7;62;70,4;100;46,4;--
Kampa do Igarapé Primavera;Ashaninka;Tarauacá;AC;21987,2303;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200609.0;Tarauacá;Urbana;83,3;53,8;94,3;94,2;96,9;91,5;97,3;100;76,7;--
Kampa do Igarapé Primavera;Ashaninka;Tarauacá;AC;21987,2303;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200609.0;Tarauacá;Rural;9,6;--;9,6;51,7;48,5;51,3;42;--;23,1;--
Kampa do Rio Amônia;Ashaninka;Marechal Thaumaturgo;AC;87205,4;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200351.0;Marechal Thaumaturgo;Total;48;63,6;35,7;53,5;69,6;49;100;--;88,9;--
Kampa do Rio Amônia;Ashaninka;Marechal Thaumaturgo;AC;87205,4;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200351.0;Marechal Thaumaturgo;Urbana;70,3;73,9;64,3;84,7;82,4;88;100;--;100;--
Kampa do Rio Amônia;Ashaninka;Marechal Thaumaturgo;AC;87205,4;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200351.0;Marechal Thaumaturgo;Rural;26,3;40;21,4;44,9;57,1;43,7;100;--;66,7;--
Kantaruré;Kantaruré;Glória;BA;1811,867;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2911402.0;Glória;Total;76,6;61,1;78,9;78,8;77,8;78,1;56,4;--;46,3;--
Kantaruré;Kantaruré;Glória;BA;1811,867;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2911402.0;Glória;Urbana;100;100;100;90,3;88,9;90,9;85;--;88,9;--
Kantaruré;Kantaruré;Glória;BA;1811,867;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2911402.0;Glória;Rural;71,1;46,2;75;76;75,9;74,7;26,3;--;34,4;--
Kapinawá;Kapinawá;Buíque;PE;12403,0917;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2602803.0;Buíque;Total;60,8;38,9;67,2;67,8;65,2;69,5;84,3;100;84,6;--
Kapinawá;Kapinawá;Buíque;PE;12403,0917;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2602803.0;Buíque;Urbana;58,7;38,9;71,4;85,4;74,3;94,3;100;100;100;--
Kapinawá;Kapinawá;Buíque;PE;12403,0917;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2602803.0;Buíque;Rural;63,6;--;63,6;54,9;58,2;52;43,8;--;77,8;--
Karajá Santana do Araguaia;Karajá;Santa Maria das Barreiras;PA;1485,6063;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1506583.0;Santa Maria das Barreiras;Total;65;75;60,7;79,1;76,1;83,5;90;--;90,5;--
Karajá Santana do Araguaia;Karajá;Santa Maria das Barreiras;PA;1485,6063;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1506583.0;Santa Maria das Barreiras;Urbana;100;100;100;93,3;90,9;95,7;100;--;100;--
Karajá Santana do Araguaia;Karajá;Santa Maria das Barreiras;PA;1485,6063;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1506583.0;Santa Maria das Barreiras;Rural;60;73,3;54,2;75,9;73,3;80,6;33,3;--;81,8;--
Karajá de Aruanã I;Karajá;Aruanã;GO;14,2569;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;GO;5202502.0;Aruanã;Total;75;50;100;100;100;100;100;--;88,9;--
Karajá de Aruanã I;Karajá;Aruanã;GO;14,2569;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;GO;5202502.0;Aruanã;Urbana;75;50;100;100;100;100;100;--;--;--
Karajá de Aruanã I;Karajá;Aruanã;GO;14,2569;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;GO;5202502.0;Aruanã;Rural;--;--;--;100;100;100;--;--;88,9;--
Karajá de Aruanã II;Karajá;Cocalinho;MT;893,2687;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5103106.0;Cocalinho;Total;100;100;100;97,9;100;96,3;96;--;91,7;--
Karajá de Aruanã II;Karajá;Cocalinho;MT;893,2687;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5103106.0;Cocalinho;Urbana;100;100;100;97,6;100;95,8;96;--;91,7;--
Karajá de Aruanã II;Karajá;Cocalinho;MT;893,2687;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5103106.0;Cocalinho;Rural;100;--;100;100;100;100;--;--;--;--
Karajá de Aruanã III;Karajá;Aruanã;GO;705,1748;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;GO;5202502.0;Aruanã;Total;75;50;100;100;100;100;100;--;88,9;--
Karajá de Aruanã III;Karajá;Aruanã;GO;705,1748;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;GO;5202502.0;Aruanã;Urbana;75;50;100;100;100;100;100;--;--;--
Karajá de Aruanã III;Karajá;Aruanã;GO;705,1748;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;GO;5202502.0;Aruanã;Rural;--;--;--;100;100;100;--;--;88,9;--
Karapotó;Karapotó;São Sebastião;AL;1242,5168;Regularizada;Reserva Indígena;;Não;2022;Nordeste;AL;2708808.0;São Sebastião;Total;71,6;59,3;75,4;84,8;83,9;84,6;100;--;69,7;100
Karapotó;Karapotó;São Sebastião;AL;1242,5168;Regularizada;Reserva Indígena;;Não;2022;Nordeste;AL;2708808.0;São Sebastião;Urbana;66,7;56,3;70,8;84,1;84,9;83,5;100;--;93;100
Karapotó;Karapotó;São Sebastião;AL;1242,5168;Regularizada;Reserva Indígena;;Não;2022;Nordeste;AL;2708808.0;São Sebastião;Rural;75;63,6;77,8;85,4;83,3;85,7;--;--;59,8;--
Karapotó;Karapotó;São Sebastião;AL;1242,5168;Regularizada;Reserva Indígena;;Não;2022;Sudeste;SP;3550704.0;São Sebastião;Total;93,5;95,6;91,8;98,7;98,5;99,1;97,3;96;94,9;90
Karapotó;Karapotó;São Sebastião;AL;1242,5168;Regularizada;Reserva Indígena;;Não;2022;Sudeste;SP;3550704.0;São Sebastião;Urbana;93,5;95,6;91,8;98,7;98,5;99,1;97,9;96;98,7;90
Karapotó;Karapotó;São Sebastião;AL;1242,5168;Regularizada;Reserva Indígena;;Não;2022;Sudeste;SP;3550704.0;São Sebastião;Rural;--;--;--;100;--;100;81,8;--;0;--
Kararaô;Kayapó;Altamira;PA;330837,5422;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1500602.0;Altamira;Total;88,3;94;83,4;92,7;94,3;92,2;99,4;100;91,4;--
Kararaô;Kayapó;Altamira;PA;330837,5422;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1500602.0;Altamira;Urbana;92,9;94,6;90,5;97,5;95,9;98,9;99,3;100;98,1;--
Kararaô;Kayapó;Altamira;PA;330837,5422;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1500602.0;Altamira;Rural;75;89,5;71,2;88,3;89;88,5;100;--;85,9;--
Kariri de Serra Grande;Kariri;Queimada Nova;PI;2114,6769;Encaminhada RI;Dominial Indígena;;Não;2022;Nordeste;PI;2208650.0;Queimada Nova;Total;86,4;100;76,9;98,3;97,4;97,1;65;50;90;--
